Email,isSpam
"We will have a meeting on Thursday, Nov. 30 from 10:30 - 11 am to discuss the results of the open season.  We'll meet in Steve's office.  Lorraine",0
"Transwestern's average deliveries to California were 972 MMBtu/d (89%), with San Juan lateral throughput at 851 MMBtu/d.  Total East deliveries averaged 403 MMBtu/d.  El Paso's average deliveries to California were 2075 MMBtu/d (71%):- PG&ETop, capacity of 1140 MMBtu/d, deliveries of 573 MMBtu/d (50%)- SoCalEhr, capacity 1250 MMBtu/d, deliveries of 1010 MMBtu/d (81%)- SoCalTop, capacity 540 MMBtu/d, deliveries of 492 MMBtu/d (91%)Thursday's posted Gas Daily prices:	SoCal gas, large pkgs	  2.345 (+.185)	PG&E, large pkgs	  2.335 (+.185)	TW San Juan		  2.20 (+.19)   	TW Permian		  2.215 (+.185)",0
"---------------------- Forwarded by Jeffery Fawcett/ET&S/Enron on 10/27/2000 04:36 PM ---------------------------Jeffery Fawcett10/27/2000 02:21 PMTo: Steven Harris/ET&S/Enron@ENRON, Kevin Hyatt/ET&S/Enron@Enroncc: Rockey Storie/ET&S/Enron@ENRON, Stephen Herber/ET&S/Enron@ENRON Subject: Long term Basis quotesAs part of our ongoing effort to analyze Rocky Mnt. opportunities, I've secured the following (mid-market) basis quotes from Sempra Trading:Term  1-year  5-year  10-yearCal. Brdr. + 0.280  + 0.250  + 0.240Permian - 0.130  - 0.1175  - 0.110San Juan - 0.335  - 0.245  - 0.220Rockies * - 0.480  - 0.420  - 0.380* Rockies quoted from NWPL at Opal.  CIG North typically trades $0.04 - 0.06 back from these figures.",0
"The attached file contains a list of the variables we identified in our August 18th meeting.  I tried to break them down into smaller group just for organizational purposes.  The items under Prices and Temperatures should be easy to gather using the LIM database.  The items in the Other category may require more research.  What we have done in the past if we could not find the exact variable try and fine a proxy for it.  For example it may be difficult to find irrigation usage, but less difficult to find precipitation in a region.  Since these two items would intuitively seem to have an inverse relationship it may be possible to use precipitation as a proxy for irrigation.  After we have begun to research the Other variables we may have to come back to you and discuss proxy variables so keep that in mind.  We added a column for use to keep track of the statues on each variable this is just for us to keep track of where we found the variable or why we did not pursue it.  Let me know if we have missed anything or you have subsequently thought of anything not on the list.",0
Here is the revised bullet sheet along with the draft agreement.,0
"Perhaps this can help with the non-Red Rock piece.  This spreadsheet takes current rates and multiples out against MDQ for 2002.   It also show billing units through 2005.  I have reconciled this schedule with Jan Moore and Lindy Donoho   -----Original Message-----From: 	Lokay, Michelle  Sent:	Wednesday, November 21, 2001 8:54 AMTo:	Hayslett, RodCc:	Corman, ShelleySubject:	RE: Additional TW information requestI can provide the volumes and revenues applicable to our Red Rock expansion.  These will be under Long Term starting June 2002 and will continue up to 30 years.  -----Original Message-----From: 	Hayslett, Rod  Sent:	Wednesday, November 21, 2001 8:43 AMTo:	Lokay, MichelleCc:	Corman, ShelleySubject:	FW: Additional TW information requestDo you know where I might be able to get this kind of information? -----Original Message-----From: 	Hayslett, Rod  Sent:	Wednesday, November 21, 2001 8:16 AMTo:	Geaccone, TracyCc:	Moore, JanSubject:	FW: Additional TW information requestTracy:  I need your help.    They don't quite understand the business but we need to be able to break the variouss vol;umes aprt to be able to get this moving.Jan if you are here today can I get you to help me out with some info.	The most important thing I need is actual volumetric data going back and projected as far out as you have it.    You can see the splits between the gallup volumes, red rock and the pre existing deals.   I also need to verify the capacity added from the expansions.   Also need to begin to detail the volumes from Long term firm contract versus short term deals including IT etc. -----Original Message-----From: 	Taylor, Sarah  Sent:	Wednesday, November 21, 2001 12:06 AMTo:	Hayslett, RodCc:	Desai, Jayshree; 'jaysandesai@yahoo.com'; 'sdesai@idriveonline.com'; Taylor, SarahSubject:	Additional TW information requestRod,Following our conversations today it appears necessary to include more granular information in the transwestern model.  We believe the information that Jayshree and I have included in the attached spreadsheet will help the potential investors become more comfortable with the numbers. This information should include a breakdown of revenues based on existing capacity, Gallup and Red Rock.  Please note that under the transportation section the first subheading is a volume request and the other sub-headings are revenue requests.  We would also like a better understanding of the capacity utilized for each section.  From an operational expense standpoint we need to show the historical breakdown, but going forward we need to assume that TW is a standalone entity. This should include additional costs for ""reverse synergies.""  Also, a breakdown of CAPEX would be helpful.I don't know if all of this information is readily available, but any information you have would be greatly helpful.  As you discussed with Jayshree would you please send the 2001 and 2002 models to us electronically?  If you have this information in many places please send it to me and I would be happy to incorporate it into the template if it would save you time.  Please let me know if you feel the template does not capture the relevant information.  I will be in at 7am tomorrow if you would like to discuss this information.  Jayshree and I also have additional information requests from our conversations of the last two days, but I will send that information in an e-mail tomorrow.	Thank you,Sarahx36214  File: TW model 11.20.xls  ",0
"FYI - I just reviewed the preliminary invoices for the global settlement contracts (8255, 20715, 20747, 20748, 20822, 20834, 20835, 21165, 21175, 25923, 25924, 26371, 26372, 26677, 26678) and the capacity release contracts (releasing and acquiring).  Everything looks good, including the necessary adjustments identified below.If you need further assistance, please let me know.Thanks,Elizabeth -----Original Message-----From: 	Brown, Elizabeth  Sent:	Wednesday, February 27, 2002 8:29 AMTo:	Giambrone, Laura; Hernandez, Bert; McEvoy, Christine; Miller, Beverly; Miller, Christopher L; Minter, Tracy; Mulligan, Amy; Ward, Linda; Donoho, Lindy; Lindberg, Lorraine; Lohman, TK; Lokay, Michelle; Watson, Kimberly; McConnell, Mark; Y'barbo, Paul; Buchanan, JohnCc:	Dietz, Rick; Lee, DennisSubject:	Transwestern Capacity Release Report for February 2002 Reservation InvoicesAttached is the file to be used for demand invoice verification for January 2002 capacity release transactions.  If you have any questions, please feel free to contact me.FYI - Based on the flash invoices I generated last night for the capacity release transactions and global settlement contracts, please note the following:ENA K #24924 Res - manual rate adjustment is needed for the 50/50 split of marketing fees for capacity released to BurlingtonConoco K #20748 Res - delete the Thoreau to E. Thoreau line itemConoco K #20835 Comm - delete authorized overrun line items and roll volumes up to the commodity charge typeTexaco K #25923/25924 Comm - when verifying fuel rate of 4.5% between the lateral and mainline contract sched volumes, there is a ldifference that could not be attributed to rounding.  Need to verify if difference is caused by makeup volumes; and if delivery makeup scheduled, then invoice should be adjusted accordingly.Please remember that the notes above are based on data as of 2/26/02.  I will review again on the 1st.  Schedulers -  Please provide a final copy of the delivery tolerance report to both me and Marketing so it can be determined if makeup will affect the rate to be charged [some contracts are based on calculations, especially when charging incremental fees for alternate point usage].  File: TW2002.02.XLS  Thanks,Elizabethx3-6928",0
ESTIMATED ActualsTeco Tap       20.000As soon as we get a e-mail from Duke I will send it to you.,0
"Lorraine:I ran a test case for the BP 100,000 Dth from WTX Pool to Oasis for the term 3/01/01 to 2/28/02.  Below are the findings: -- Point capacities for Oasis, Valero and Delhi Ward are okay for the term. -- The 24"" lateral supplying these 3 points is slighly over the path capacity of 350,000 mcfd vs the FT of 366,000 Dth, for the remainder of 2001.  Lateral capacity opens a little the first of 2002. --  Btu content of the gas is 1050 --  Need 348,000 mcf of 1050 btu gas to get 366,000 Dth through the lateral to the delivery points. --  Risk -- If there is a call for all the gas at these delivery points (USGT @ 95,000 Dth, Astra @ 40,000, BP @ 100,000 & Misc. @ 131,000) then  we are at the maximium flow.  Any facilities problems or summer temperature extremes and we might not operationally make the delivery volumes.My recommendation would be to only allow 90,000 Dth from BP.  Historically USGT has not utilized their full 95,000 Dth.  Do we want to take the risk and allow BP the full 100,000 Dth.Darrell, I need some help with this one.  Give me a call.",0
"98-1052 (del. meter) has flow for 11/10/99 and 11/11/99.  Maxey Walters (field guy) informed me that he rec'd a call from our Mktg. people asking him to flow gas these two days due to problems ocurring at Phillips on these two days.  Can you please look into this for me and see if you can provide me with a K# to assess this business to?  Thanks.98-6614 (rec. meter) has flow for every day this month but no K.  Last month it was on the 215K, Sitara #93035.  The start date on this deal is 7/1/99 and the stop date is 11/30/99.  Sitara #130917's start and stop date is 10/1/99 and 1/31/00 but the expected vols for 12/99 are ""0"".  Can you look into this and tell me is the expected vols. for 12/99 should be different?Thanks again.-Jackie-3-9497",0
"-----Original Message-----From: Jeffery.Fawcett@enron.com [mailto:Jeffery.Fawcett@enron.com]Sent: Friday, June 01, 2001 10:20 AMTo: Cammarano, Joseph A.Subject: Final Version- Red Rock AgreementJoe,Here's the final version for your approval and execution.  As wediscussed, if possible, we need you to execute and return via facsimilea signed copy as soon as possible this  morning.  You are the lastcontract to get signed here and we are at the deadline to authorize G.E.to proceed on the turbine production schedule today.  Also, look for afacsimile from me that has the form Transportation Agreement attached.You'll need to sign that and return it along with the Privileged andConfidential Agreement.I know we were diametrically opposed on a couple of issues here, but Igenuinely appreciate your professionalism and commitment to see thisnegotiation through to a successful conclusion.  Thank you.Regards,Jeff PPLredrockagreementfinalversion06-01-01.doc - PPLredrockagreementfinalversion06-01-01.doc ",0
"More capacity available where ROFR notice expired 12/31/2000:Emerald, effective 01/01/02, 32,000 Ignacio to ThoreauENA, effective 01/01/02, 8,000 Ignacio to ThoreauSpreads are even wider: San Juan 2002 at -0.26, SoCal border 2002 at +1.24, SoCal border 2003 at +.78---------------------- Forwarded by Michelle Lokay/ET&S/Enron on 01/02/2001 08:51 AM ---------------------------   			From:  Michelle Lokay                           12/20/2000 03:46 PM	To: Kevin Hyatt/ET&S/Enron@Enron, Lorraine Lindberg/ET&S/Enron@ENRON, Jeffery Fawcett/ET&S/Enron@ENRONcc: TK Lohman/ET&S/Enron@ENRON Subject: Available CapacityBelow is a summary of available future capacity to the California border:effective 11/01/2001-10/31/2003, 13,500 Needles and 14,000 Topockeffective 11/01/2002-10/31/2003, 21,500 Needleseffective 04/01/2002-10/31/2002, 14,000 Topockeffective 04/01/2003-10/31/2003, 14,000 Topock The spreads are still pretty wide even through 2002 at 0.75; and here's an opportunity to capture it before it tightens.  ",0
"		This note is to remind you of the May 22 deadline forindicating your interest in booking capacity at an expanded Wild Goose gasstorage facility.		We also wish  to inform you that AEC has now decided toparticipate in a group that is examining the feasibility of the RubyPipeline, which is being proposed by Colorado Interstate Gas to serve thewestern United States. The proposed Ruby line would have a capacity of 750million cubic feet per day and deliver gas from Wyoming to northernCalifornia with a connection to the Wild Goose storage facility. Theaddition of a large new pipeline in this region would also offer Wild Goosestorage customers a more liquid trading hub in the heart of the volatileCalifornia gas market. AEC's preliminary assessment of this proposed projectis that it provides a very competitive means of delivering additional supplyflexibility into California from the growing U.S. Rockies production basin.If you have any questions about the specifics of the opportunities to shipgas on the Ruby Pipeline, please call Ed Miller at (719) 520-4305 and TomDobson at (719) 520-4606 with Colorado Interstate Gas or if you havequestions about obtaining capacity at Wild Goose, please call either BenLedene with Wild Goose Storage at (403) 266-8192, or Chris Price at (530)525-0490 and Mark Baldwin at (925) 243-0350 with Interstate Gas Services.		As we all plan to serve the growing California energymarket, we encourage you to consider all the marketing opportunitiesavailable to you by having a strong gas storage position at an expanded WildGoose.",0
"Lindy -  We receive a report from IGS which does track the California deliveries of Kern River.  The remaining volumes, and we do assume that Kern River is 100% full, does get dropped off to the Nevada market.    Sometimes, the California deliveries are as low as 325 MMcf/d, which does indicate a strong Las Vegas/Nevada market demand.  Lindy Donoho09/15/2000 11:11 AMTo: Christine Stokes/ET&S/Enron@ENRONcc: Steven Harris/ET&S/Enron@ENRON, Kevin Hyatt/ET&S/Enron@Enron, TK Lohman/ET&S/Enron@ENRON, Jeffery Fawcett/ET&S/Enron@ENRON, Lorraine Lindberg/ET&S/Enron@ENRON, Michelle Lokay/ET&S/Enron@Enron Subject: Re: Transwestern Weekly Report  Kern River's throughput to CA was only 59%?  Did they have an outage?  Is the remaining gas dropping-off before CA?  We usually assume in our gas flows analysis that Kern is 100% full.  This seems unusual.Christine Stokes09/15/2000 08:46 AMTo: Steven Harris/ET&S/Enron@ENRON, Kevin Hyatt/ET&S/Enron@Enron, TK Lohman/ET&S/Enron@ENRON, Jeffery Fawcett/ET&S/Enron@ENRON, Lorraine Lindberg/ET&S/Enron@ENRON, Michelle Lokay/ET&S/Enron@Enron, Lindy Donoho/ET&S/Enron@ENRONcc:  Subject: Transwestern Weekly ReportFor the week September 11-15th:Transwestern weekly average deliveries to California were 1,058 MMcf/d (97%) while east deliveries averaged 339 MMcf/d.  San Juan lateral throughput averaged 845 MMcf/d while receipts from Rio Puerco averaged 70 MMcf/d.  Mojave deliveries averaged 50 MMcf/d throughout the week.   El Paso average deliveries to California were 2,218 MMcf/d (76%) :- PG&ETop (capacity 1,140 MMcf/d) deliveries averaged 549 MMcf/d (48%)- SoCalEhr (capacity 1,230 MMcf/d) deliveries averaged 1,144 MMcf/d (93%)- SoCalTop (capacity 541 MMcf/d) deliveries averaged 524 MMcf/d (97%)Other pipeline throughput:- PGT ( capacity 1,937 MMcf/d) throughput to California averaged 1,908 MMc/d (99%) -  Kern River (capacity 700) throughput to California averaged 410 MMcf/d (59%)Thursday Enron Online Basis numbers:Friday Perm-CA basis quotes were wider by about .07 for October from last week, but the  Nov-March and April-Oct basis lost .07 and .04 respectively.   SJ-CA October basis lost .13 from last week while the Nov-March and April-Oct basis both lost .06.  Oct.  Nov 00-March '01 April-Oct '01Perm-CA 1.10    .46      .56SJ - CA  1.14    .56      .73   SJ-Waha   .35    .15      .24Perm-Waha   .05    .05      .07",0
"Missing period after first paragraph.  Otherwise ok.kal   	Enron North America Corp.  From:  Michelle Lokay @ ENRON                           01/29/2001 01:37 PM			To:	Kal Shah/HOU/ECT@ECTcc:	 Subject:	Re: TW Customer letterHere's the final that you and I had talked about earlier.  Thanks. ---------------------- Forwarded by Michelle Lokay/ET&S/Enron on 01/29/2001 01:36 PM ---------------------------Susan M Scott@ECT01/26/2001 03:41 PMTo:	Susan Scott/ET&S/Enron@ENRON, Kal Shah/HOU/ECT@ECTcc:	Carl Carter/NA/Enron@ENRON, Michelle Lokay/ET&S/Enron@Enron Subject:	Re: TW Customer letter   I believe this was intended for Susan Scott in ETS...I am with Nat. Gas Risk Mgmt.   Thanks.To:	Carl Carter/NA/Enron@ENRONcc:	Susan M Scott/HOU/ECT@ECT, Michelle Lokay/ET&S/Enron@Enron Subject:	Re: TW Customer letter   Michelle sent me the attached (different version) this morning for approval where she changed the first paragraph.  I've reviewed the original version Susan Scott just sent as well.  It appears that most of the changes were just spelling out ""Transwestern.""  I am ok with both versions as long as we have the July, 2000 date correct.  Please send me the final version that goes out for my records.Kal ShahCarl Carter@ENRON01/26/2001 03:11 PMTo:	Kal Shah/HOU/ECT@ECTcc:	 Subject:	TW Customer letterYou may want to check this out. Thanks.Carl---------------------- Forwarded by Carl Carter/NA/Enron on 01/26/2001 03:10 PM ---------------------------Susan Scott01/26/2001 02:52 PMTo:	Michelle Lokay/ET&S/Enron@Enron, Carl Carter/NA/Enron@Enroncc:	 Subject:	TW Customer letterMichelle, as I mentioned in my voice mail, the other lawyers wanted a few changes.  My sincerest apologies for the confusion.  Apparently you and I were actually working off an old version of FGT's letter, not the one they ultimately approved and used.  Since you are out of the office, I've taken the liberty of forwarding it to Carl without you reviewing it first, since I know we want to mail this out soon.  Carl, Michelle advised me that EOL's lawyer had approved the previous version so I assume they will want to review this one as well.  Let me know if there are any concerns.Thanks!Susan (x30596) Embedded StdOleLinkEmbedded StdOleLink",0
"Megan, 	I found Danny's book and he has the deal priced at 5.25.  I adjusted the price in Sitara.  Let me know if anything further is needed.---------------------- Forwarded by Sabrae Zajac/HOU/ECT on 05/23/2001 05:46 PM ---------------------------From:	Daren J Farmer/ENRON@enronXgate on 05/23/2001 11:24 AMTo:	Sabrae Zajac/HOU/ECT@ECTcc:	 Subject:	FW: Duke Energy Field Services 4/01Sabrae, See if you can find Danny's deal book and verify the price for the deal listed below.D -----Original Message-----From: 	Parker, Megan  Sent:	Tuesday, May 22, 2001 4:09 PMTo:	Daren J Farmer/HOU/ECT@ENRONSubject:	Duke Energy Field Services 4/01For once his is not a Panenergy question.  For sale deal 707274, DEFS says the price on 4/4 should be 5.25 and we have 5.20 in Sitara.  Can you confirm this price for me?Megan",0
Attached............. ,0
"For the week  October 30th-November 3rd:Transwestern weekly average deliveries to California were 824 MMcf/d (76%) while east deliveries averaged 341 MMcf/d.  San Juan lateral throughput averaged 800 MMcf/d while receipts from Rio Puerco averaged 10 MMcf/d.  El Paso average deliveries to California were 2,328 MMcf/d (79%) :- PG&ETop (capacity 1,140 MMcf/d) deliveries averaged 582 MMcf/d (51%)- SoCalEhr (capacity 1,246 MMcf/d) deliveries averaged 1,209 MMcf/d (97%)- SoCalTop (capacity 549 MMcf/d) deliveries averaged 535 MMcf/d (99%)Other pipeline throughput:- PGT ( capacity 1,974 MMcf/d) throughput to California averaged 1,625 MMc/d (82%) -  Kern River (capacity 700) throughput to California averaged 315 MMcf/d (45%)The cash PG&E/Topock - SoCal/Needles spread averaged .11 for the week.Friday Enron Online Basis numbers:  Dec  Dec 00-March '01 April-Oct '01Perm-CA   .60       .44      .64SJ - CA    .71    .57      .95   SJ-Waha   .15    .20      .38Perm-Waha   .04    .04      .07",0
"This e-mail is apparently in reference to the Lipscomb/Mocane Lateral outage. I think Darrell was going to touch base with you on this issue. I originally sent this to Steve, Gary and Darrell assuming they would run it up the pole.  But here is the e-mail sent to our e-mailbox.Toby-----Original Message-----From: Kuehl, Toby Sent: Friday, July 20, 2001 12:09 PMTo: Schoolcraft, DarrellSubject: FW: Plant Shut In Western OklahomaFYI-----Original Message-----From: Larry Leavelle [mailto:ldleavelle@door.net]Sent: Friday, July 20, 2001 10:01 AMTo: etsdb@enron.comSubject: Plant Shut In Western OklahomaIn early June 2001, GPM/Duke Energy informed me of the planned shut in formaintenance on your processing plant in western Oklahoma. The plannedmaintenance was supposed to be for the period of 6/12/01 thru 6/29/01. On6/28/01 I received notice that the shut in would continue until 7/9/01 dueto ""waiting on parts/material""On 7/8/01 I received a notice that the shut in would continue until 7/13/01due to ""waiting on parts/material"". On 7/10/01 I recieved a notice that theshut in would continue until 7/18/01 due to ""waiting on parts/material"".When I checked as to the status of the project early the morning of 7/18/01,I found that the shut in would continue until 7/27/01 due to "" waiting onparts/material"".When is the parts/material ever going to arrive?Was this a planned shut in?This has turned out to be very, very, costly to your customers. Are theirany plans for any compensation to them?",0
"Transwestern's average deliveries to California were 1015 MMBtu/d (93%), with San Juan lateral throughput at 873 MMBtu/d.  Total East deliveries averaged 394 MMBtu/d.  El Paso's average deliveries to California were 2063 MMBtu/d (70%):- PG&ETop, capacity of 1140 MMBtu/d, deliveries of 598 MMBtu/d (53%)- SoCalEhr, capacity 1250 MMBtu/d, deliveries of 1002 MMBtu/d (80%)- SoCalTop, capacity 540 MMBtu/d, deliveries of 463 MMBtu/d (86%)Friday's posted Gas Daily prices:	SoCal gas, large pkgs	  2.345 (flat)	PG&E, large pkgs	  2.30 (-.035)	TW San Juan		  2.19 (-.01)   	TW Permian		  2.215 (flat)",0
"Melissa left a message that the volumes should start flowing to make the imbalance for the month.  They cannot split stream flows.ds -----Original Message-----From: 	Mulligan, Amy  Sent:	Tuesday, January 22, 2002 11:25 AMTo:	Hanagriff, Richard; Schoolcraft, Darrell; Lokay, Michelle; McEvoy, ChristineSubject:	RE: ContinentalI left a message with Pam Stiegerwald, I'll tell her she should move her gas, otherwise it'll be allocated.Thanks,Amy -----Original Message-----From: 	Hanagriff, Richard  Sent:	Tuesday, January 22, 2002 9:29 AMTo:	Schoolcraft, Darrell; Lokay, Michelle; McEvoy, Christine; Mulligan, AmySubject:	Continental3,000/day is being schedule at Wolf Creek and we are not receiving volume thus increasing Continental's imbalance.Should we be allowing this volume to be scheduled?",0
"We'd expected the expansion to actually be in the 200 - 250 MMcf/d range, althoughas intimated in this press release, we might see a follow-on expansion notice for more volumes later.My gut feeling is that they're waiting for more certainty regarding permitting/certification on a coupleof the Bakersfield area IPP projects first before proceeding with the second phase.  The good news is that an expansion on the order they're describing here should not materially affect the overall Western U.S. gas balance with over 6.0 Bcf/d being consumed in California alone.Gas Daily 11-15-00Kern River casts its lot with California expansionLooking to accommodate demand for gas-fired generation in California, Williams has plansunder way to expand its Kern River Gas Transmission system. The company announcedyesterday that it would file an application with FERC to add an additional 124,500 dth/d offirm transportation capacity from Wyoming to California markets.The proposal  called the California Expansion Project  would tap into increased productionin the Rocky Mountain basin. And the California Expansion could pave the way for asecond expansion of Kern River. According to a company release, Williams plans on holdingan open season later this year to gauge interest in additional capacity on the pipeline.A combination of rapid growth and the development of new gas-fired power generationfacilities in California is fueling expansion of the system, said Kirk Morgan, director of businessdevelopment for Kern River and Northwest Pipeline. Kern River is well-positioned topursue an economically attractive expansion of its mainline.The $80 million project proposal calls for adding three new compressor stations, as wellas boosting or retooling existing facilities in Wyoming and Utah. Williams also plans to upgradetwo meter stations. The project,s anticipated in-service date is May 1, 2002.Back in August, Kern River held an open season to determine interest in firm year-roundgas transportation service in Nevada and California and to determine interest for capacity relinquishmentby existing shippers (GD 8/18). The pipeline landed a number of contracts providingfor delivery of Rockies supply into California.According to Williams, demand for new capacity out of Wyoming is being driven by anumber of factors, including a shift in downstream markets for Canadian supply and strongeconomic growth in Kern River,s market areas. Surging demand for gas-fired generation hasalso played a role.Morgan said a ramp-up in Rockies production coupled with demand for competitive transportationpromises a solid base for future expansion.  An expansion on Kern River in 2003could help bring that production to market, he said.The 922-mile Kern River system delivers Rockies and Canadian supply to markets in California,Nevada and Utah.  At present, the system has a design capacity of 700 million cfd.",0
"FYI---------------------- Forwarded by Steven Harris/ET&S/Enron on 06/14/2000 08:21 AM ---------------------------Sarabeth Smith06/13/2000 04:36 PMTo: Mike McGowan/ET&S/Enron@ENRON, John Goodpasture/OTS/Enron@ENRON, Steven Harris/ET&S/Enron@ENRON, Dave Neubauer/ET&S/Enron@ENRON, Rockey Storie/ET&S/Enron@ENRON, John Dushinske/ET&S/Enron@ENRON, Kent Miller/ET&S/Enron@ENRON, Robert Hayes/FGT/Enron@ENRON, Robert Hill/NPNG/Enron@ENRON, Lorna Brennan/ET&S/Enron@ENRON, Steve Klimesh/ET&S/Enron@ENRON, Kristen Hand/ET&S/Enron@ENRON, Kimberly Watson/ET&S/Enron@ENRON, Martha Janousek/ET&S/Enron@ENRON, Vasant Shanbhogue/HOU/ECT@ECT, Clayton Vernon/Corp/Enron@ENRON, Michael Ratner/OTS/Enroncc:  Subject: Reminder: WEFA Meeting Tomorrow Morning, June 14th at 9:30am in Video Conference CentersAttached below are the files forwarded by WEFA for the Short Term Gas Outlook that will be presented at tomorrow morning's meeting.  The meeting will be held in the video conference centers in Houston (49C2) and Omaha on the 7th floor from 9:30am until 10:30am tomorrow morning.You or your representatives are welcome to attend.If you have any questions, please do not hesitate to call me at X37973 in Houston.Sincerely,Sarabeth Smith---------------------- Forwarded by Sarabeth Smith/ET&S/Enron on 06/13/2000 04:30 PM ---------------------------""Denhardt, Ron"" ron.denhardt@wefa.com on 06/12/2000 03:59:07 PMTo: sarabeth.smith@enron.comcc:  Subject: WEFA Short Term OutlookHi Sarabeth:At Peter's request I am sending you a copy of our most recent short termoutlook and a presentation on the short term outlook.  I will send a copy ofour long term presentation in a separate email.  Please feel free to pickand choose what you would like me to talk about.  The material is clearlytoo much to discuss in the hour we have.I look forward to meeting with you.Best Regards,Ron DenhardtVice PresidentEnergy ServicesWEFA, Inc.34 Crosby DriveBedford, MA 01730Tel: 781 685 5442Fax: 781 280 5052 NGM0500.pdf  Houston_sterm.zip  Houston_sterm.PDFRon DenhardtVice PresidentEnergy ServicesWEFA, Inc.34 Crosby DriveBedford, MA 01730Tel: 781 685 5442Fax: 781 280 5052 - NGM0500.pdf - Houston_sterm.zip - Houston_sterm.PDF",0
" CALPINE MONTHLY GAS NOMINATION___.docAimee, I am still waiting on a transport number from lori Allen in yourshop, but I thought I would send the BV for December. Will resend the restlater today.RICKY A. ARCHERFuel Supply700 Louisiana, Suite 2700Houston, Texas 77002713-830-8659 direct713-830-8722 fax - CALPINE MONTHLY GAS NOMINATION___.doc",0
"Transwestern's average deliveries to California were 874 MMBtu/d (80%), with San Juan lateral throughput at 862 MMBtu/d.  Total East deliveries averaged 451 MMBtu/d.  El Paso's average deliveries to California were 1985 MMBtu/d (68%):- PG&ETop, capacity of 1140 MMBtu/d, deliveries of 590 MMBtu/d (52%)- SoCalEhr, capacity 1250 MMBtu/d, deliveries of 930 MMBtu/d (74%)- SoCalTop, capacity 540 MMBtu/d, deliveries of 465 MMBtu/d (86%)Friday's posted Gas Daily prices:	SoCal gas, large pkgs	  2.725 (+.385)	PG&E, large pkgs	  2.68 (+.395)	San Juan (non-Bondad)	  2.565 (+.385)   	TW Permian		  2.54 (+.245)",0
"We would like to take time out on Friday afternoon to wish ""Happy Birthday"" to all of our team members whose birthdays were in August and September:  Christine Stokes  August 3rd  Vernon Mercaldo  August 18th  Jeff Fawcett   September 4th  Kevin Hyatt   September 9th  Mickelle Lokay   September 17th  Pilar Ramierez   September 20th  Martha Janousek  September 21stWe will celebrate with cake and punch on Friday, September 24th, 1:30 - 2:30p in EB-4102.adr",0
"Effective 2/2/01, please change my receipt MDQ's for contract 25841 asfollows:Meter#   OLD  NEWGPM Artesia 10703              22800  22800West Pool 58646               546    5296Central Pool 58649              8830    4080NGPL Winkler 52862              7824    7824TOTAL MDQ:           40000  40000Thanks,Jody Oberman(301) 280-6184PG&E National Energy Group and any othercompany referenced herein that uses the PG&E name orlogo are not the same company as Pacific Gas andElectric Company, the regulated California utility.  NeitherPG&E National Energy Group nor these otherreferenced companies are regulated by the California PublicUtilities Commission.  Customers of Pacific Gas and Electric Companydo not have to buy products from these companies in orderto continue to receive quality regulated services from the utility.",0
"As we discussed in staff meeting this morning, please provide me with a summary of any type of transport options imbedded in your assigned customer accounts' contracts (i.e., contract #, Shipper name, explanation of option, term of contract, term of option, how much advance notice to trigger the option, etc.).  I will incorporate these transport options into a capacity spreadsheet which will be forwarded to our group.Please try to forward this information to me at your earliest convenience.  Thanks.Lorraine",0
"By now I'm sure that you've heard about the upcoming electric industry class that has been customized for GPG staff.   The purpose of the class is to learn about electric utilities as our customers, learn about some of the current regulatory and legislative debates and the impact on us, and to learn about the economics of electric generation.   The class will be held on August 25 at the Downtown Houston Doubletree Hotel, Granger Rooms A & B  from 8-5 PM.  Stan Horton will open the class with remarks on why he believes GPG needs to learns about economics and trends in the electric industry.  The class includes a full day of course work and a working lunch will be served.   A  workbook is being prepared and will be distributed to you a week prior to the class.  I hope you can attend.  Similar industry classes can cost upwards of $600 per student.   Our customized class can accommodate up to 100 attendees.   Please RSVP to Ruth Mann by email by August 8 if you plan to attend.  Once I get a count of attendees from this list, I will open the class up to other GPG attendees.  ",0
"Dennis - Please reserve 12,500 MMBtu West Texas Pool space beginning 3/1/03 for Red Rock contracts for Calpine (6,500) and PPL (6,000).  Thanks.Lorraine ",0
"Would you please let Jan, Palu or myself know what contracts would fall within this category.  If you are unable to print Vernon's list, we have one that you can make a copy of.  Please note Vernon's due date of Friday, June 15!!!! -----Original Message-----From: 	Mercaldo, Vernon  Sent:	Wednesday, June 13, 2001 10:31 AMTo:	Moore, Jan; Doll, Jeanette; Buehler, Craig; Lantefield, Laura; Valley, LisaCc:	Williams, Jo; Ferrell, Lee; Strohmeyer, VincentSubject:	NNG & TW contracts with Embedded DerivativesThe attached is a report from the Zai*Net system showing any physical contracts we have that contain embedded derivatives.  Just to be sure that the system is 100% complete, I am asking that you compare the attached list with your records.  If you have any Index related transport or fuel deals that are not on the list, please provide me with the contract number, start & end date, volume, Index(es), deilvery (and receipt) point, counterparty name, and any adjustment to the index value.  I am only looking for contracts that were effective on or after 1/31/2001.   Please let me know by Friday, June 15.Thanks! If the file does not open automatically when you double-click, open the file using Notepad.",0
"Effective immediately, the contracts group will change the procedure for capacity requests for Transwestern.A note will continue to be sent via Lotus Notes showing the requested capacity (as it is now) for new FT's and amendments to FT's; however, Perry will no longer return the note indicating that capacity has been approved.  This approval is now part of the CAS review process making the return notification redundant.Please let me know if you have any questions or comments.Dennis",0
